0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,action
0.03,-0.83,-0.301,0.21469513268819115,0.275,0.17115,1.33,-0.93,0.202,0.472028600828382,0.4375,0.34209999999999996,0.13,-1.12,-0.34075,0.2366367205232527,0.2575,0.16897500000000001,198.22,-134.63,0.57725,58.08833187428866,50.5775,39.6863875,270.26,-199.56,-2.852250000000003,90.05103609863409,92.055,66.74674999999999,146.64,-113.76,4.4445,49.059265126477385,59.4075,37.751275,0
1.2,-1.09,0.08249999999999999,0.628755715679786,0.8475,0.525,2.26,-0.9,0.6815,0.8033073820151287,1.1324999999999998,0.6903,1.69,-1.77,0.15175,0.6595372904544519,0.345,0.4133375,113.93,-321.18,-8.1875,93.63959837456589,90.185,62.91487500000001,243.74,-193.83,38.71025,107.73265070273496,132.325,83.5508125,280.83,-242.27,19.168,131.908467832812,115.65750000000001,99.1281,2
1.0,-0.81,-0.011500000000000005,0.33856720160110015,0.15750000000000003,0.222375,1.82,-0.91,0.28525,0.5961752573698442,0.19000000000000003,0.429875,0.56,-2.01,-0.31375,0.578077362902233,0.56,0.44975000000000004,157.9,-321.81,-19.62225,104.27234919880486,38.1575,65.26932500000001,248.22,-273.9,2.2347499999999996,115.5980755459947,70.015,79.82146250000001,51.07,-241.06,-32.86275,67.33490740275433,32.2225,47.6592625,3
0.38,-1.27,-0.0032500000000000003,0.22928571150422783,0.06,0.1062,0.62,-0.78,0.0665,0.2314578795375089,0.07999999999999999,0.13889999999999997,0.03,-0.88,-0.23075,0.2489014614260029,0.3025,0.2075125,121.01,-119.3,7.690500000000002,49.26897811757414,39.559999999999995,33.4892,147.17,-130.85,4.392999999999999,53.01576181665223,31.1175,35.28895,83.59,-122.44,-1.4872500000000002,40.63017671555834,21.855,25.780562500000002,4
0.28,-0.2,0.017,0.10977704678119193,0.07500000000000001,0.08120000000000001,0.27,0.0,0.096,0.06556675987114202,0.09250000000000001,0.0536,0.14,-0.16,0.0115,0.07153845119933756,0.0425,0.051774999999999995,112.79,-58.42,10.05825,35.965437081140834,40.0875,27.31875,180.05,-81.43,21.3855,61.14133221275114,62.232499999999995,47.141325,104.38,-36.45,10.69825,34.827804688746895,29.9275,26.222137499999995,0
0.4,-0.53,-0.06275,0.2096781760222079,0.22999999999999998,0.167075,0.89,-0.93,0.175,0.41184341684674286,0.4075,0.31199999999999994,0.74,-0.39,-0.049749999999999996,0.19501906958038742,0.2625,0.1457625,106.82,-96.19,-1.8265000000000007,48.05047057782056,67.30250000000001,36.96785,222.0,-180.65,9.968250000000003,97.3613750130795,81.94749999999999,70.6609,107.68,-137.54,3.7302500000000003,37.28402114093248,34.425,25.3577625,4
0.21,-0.51,-0.12375,0.14194519188757326,0.1525,0.1068125,0.32,-0.22,0.10074999999999998,0.12079709226632901,0.1525,0.0942125,0.57,-0.25,0.13525,0.22133670617410028,0.3725,0.19025,155.48,-128.55,7.279499999999999,73.87312782568503,91.7225,58.875575000000005,219.77,-210.93,8.4115,94.0205596545245,138.6975,77.72507499999999,156.55,-128.54,2.906749999999998,59.84702884803472,75.88,46.859249999999996,0
0.18,-0.27,0.02475,0.07625573748905717,0.085,0.0555125,0.14,0.03,0.08775,0.02761227082295116,0.045,0.022637499999999998,0.09,-0.11,-0.0355,0.03999687487792015,0.049999999999999996,0.0309,41.06,-53.11,-7.4784999999999995,19.220263727378974,20.7025,14.651499999999999,265.51,-127.57,-3.4147499999999993,75.17847254990953,36.6375,45.00227500000001,68.74,-53.94,3.50175,30.14700274384669,44.065,25.629837499999997,0
0.29,-0.26,0.014249999999999999,0.1346455996310314,0.15750000000000003,0.10338750000000001,0.37,-0.37,0.07874999999999999,0.16822882481905413,0.19999999999999998,0.13643750000000002,0.21,-0.52,-0.13624999999999998,0.1860065523039444,0.32,0.15662500000000001,125.68,-91.22,-30.00275,43.85891414453281,47.0575,31.987112500000002,143.03,-190.32,-53.73625,70.01919103672579,91.5375,55.39868750000001,190.35,-187.3,5.79275,87.37381014890846,95.97,66.7271625,0
0.54,-0.65,-0.04625000000000001,0.2599873795013904,0.345,0.20568749999999997,0.82,-0.37,0.35150000000000003,0.3144483264385422,0.29250000000000004,0.24135,0.21,-1.43,-0.28600000000000003,0.30930405752269075,0.3725,0.22199999999999998,179.78,-265.02,0.9007499999999993,99.22824152899969,120.74,73.174325,206.61,-269.42,4.73925,107.69138025829876,45.735,69.00182500000001,174.02,-150.39,9.942499999999999,73.20160065702116,41.025,47.698875,4
0.48,-0.36,-0.10500000000000001,0.17853571071357124,0.1575,0.12675,0.71,-0.98,0.028000000000000004,0.342514233280896,0.1575,0.2272,0.74,-0.89,-0.26949999999999996,0.27724492781654275,0.235,0.19082499999999997,113.76,-86.47,-3.191499999999999,34.640182270738705,23.740000000000002,22.42285,144.0,-91.65,9.05625,42.7149745222621,31.12,28.873312500000004,119.09,-78.32,0.7982500000000006,43.71158976104049,41.542500000000004,32.232749999999996,4
1.84,-1.75,-0.05449999999999999,0.7790088253672098,1.1825,0.6195,2.48,-0.43,0.87525,0.9614649954626534,1.9549999999999998,0.8868,0.49,-0.55,-0.05,0.22042005353415556,0.2875,0.16850000000000004,96.75,-132.8,-12.94325,54.95004128240032,45.5,40.03156250000001,209.35,-270.3,7.309750000000003,119.52475148452515,119.5625,87.77327499999998,284.29,-261.18,-1.2182500000000016,153.1906088323873,78.2125,106.6033375,1
1.65,-1.81,-0.05875000000000001,0.5095448336505827,0.08750000000000001,0.2706875,2.31,-0.99,0.28350000000000003,0.6045765046708316,0.04000000000000001,0.4010999999999999,0.94,-1.86,0.07825000000000001,0.45839332183180853,0.08500000000000002,0.2029,87.89,-266.73,-29.622749999999996,88.5997606088047,12.8875,62.6147625,274.35,-267.94,2.903250000000002,110.91967121271816,18.105,64.6389,281.23,-264.22,-23.741,116.27844425773851,43.4775,75.69545000000001,1
0.89,-0.49,0.11500000000000002,0.3242761169127323,0.17500000000000002,0.24125000000000002,1.51,-0.34,0.40325000000000005,0.5106044824519268,0.7050000000000001,0.43888750000000004,0.04,-1.23,-0.3845,0.3943218862807389,0.6825,0.35685,200.26,-203.45,-5.3370000000000015,72.44464349418803,27.427500000000002,42.07795,257.61,-271.07,-0.9180000000000007,113.61622646435676,57.795,69.05699999999999,190.6,-262.49,-18.313250000000004,92.73433084320769,34.7975,57.89855,3
0.11,-0.31,-0.096,0.09107140056021978,0.11499999999999999,0.0708,0.45,-0.16,0.12050000000000001,0.15041525853449844,0.2225,0.125475,0.24,-0.13,0.09050000000000001,0.10433000527173378,0.18,0.090925,83.98,-197.81,-26.404500000000002,49.89761872825195,50.78,36.92595,27.12,-205.62,-62.16000000000001,55.009467912351234,80.9975,45.9915,142.43,-139.13,5.116999999999999,62.479732521834634,76.175,48.19205,0
0.59,-0.96,-0.0945,0.43730395607631994,0.5425,0.348625,2.12,0.01,0.7762499999999999,0.8023860900464315,1.5075,0.7289999999999999,0.49,-0.49,0.020749999999999998,0.23012374388576248,0.18,0.1610875,64.48,-198.9,-18.06375,66.00999828387742,53.552499999999995,48.212937499999995,117.35,-94.57,9.92125,43.68765375867076,47.765,33.2425,235.88,-260.49,-4.990500000000003,137.97795149859994,98.8775,98.33715,1
1.09,-1.72,0.09150000000000001,0.6172663525577917,0.6625,0.45957500000000007,1.24,-1.01,0.2545,0.5177207258744815,0.7025,0.41390000000000005,2.36,-1.97,0.20700000000000002,1.1814275263426022,1.7425000000000002,0.9416499999999999,224.83,-318.87,-14.464249999999998,156.13896686745912,120.44,114.58546249999999,170.3,-270.52,-1.5852499999999998,104.58044597312397,83.38,74.5720375,282.54,-259.27,11.57575,115.54900447185817,81.9075,78.6236125,2
1.9,-1.39,0.042749999999999996,0.6342120603552095,0.18000000000000002,0.3929,1.78,-0.17,0.44000000000000006,0.5556662667465068,0.455,0.45149999999999996,0.72,-0.43,0.05674999999999999,0.26390706223972105,0.0725,0.1817875,152.75,-265.37,-19.7795,96.89182256387792,27.747500000000002,66.44325,203.54,-172.27,5.3939999999999975,68.23190444359588,44.512499999999996,47.4741,281.42,-264.16,2.828249999999999,132.4470849412606,48.9875,84.00413749999998,1
0.2,-0.3,-0.137,0.09925220400575496,0.08,0.06875,0.46,-0.24,0.13225,0.1495073158745083,0.1175,0.1069125,0.78,-0.01,0.12875,0.1540322612312109,0.13999999999999999,0.10287500000000001,126.8,-92.42,-1.8384999999999998,37.92498784113187,41.165,28.561649999999997,106.7,-207.87,-9.888250000000001,63.425711619480474,40.262499999999996,42.445750000000004,135.81,-77.77,8.488250000000003,44.78399060420475,44.375,32.4543125,0
0.94,-0.75,-0.0715,0.28592437811421395,0.135,0.184775,1.72,-0.15,0.487,0.48049557750306093,0.3225,0.36365,0.28,-1.65,-0.34175000000000005,0.4054681707606652,0.2775,0.2734500000000001,103.64,-262.57,-3.482249999999999,68.88418909617431,21.8925,37.6560375,271.51,-271.46,8.676000000000002,113.84860646490144,38.940000000000005,74.7779,170.77,-264.39,-24.765,84.19279989999146,19.7375,56.08175,3
