-2.06,-0.55,-2.1,-281.43,253.23,282.07
-2.06,-1.03,-2.29,-319.42,270.37,282.2
-0.76,-0.96,0.39,-319.44,-165.83,252.3
0.69,0.78,-0.16,-109.99,-207.42,-142.04
0.9,1.38,-1.0,129.87,-269.76,83.02
1.23,2.19,0.02,48.36,-138.48,15.81
1.04,2.28,-0.21,7.21,4.96,-14.29
1.29,2.06,-0.45,-30.86,68.01,-132.38
0.41,1.56,-0.45,-116.19,-103.07,-260.5
-0.61,0.64,0.14,-311.23,18.84,-260.04
-1.16,-1.02,-0.48,117.73,273.22,-247.08
-1.32,-0.34,-0.59,223.97,273.21,-196.34
-0.84,0.3,-0.27,-14.94,97.55,-99.36
-0.37,0.03,-0.34,-6.8,3.47,-91.71
-0.55,0.17,-0.32,65.07,88.54,-58.64
-0.32,0.22,-0.14,-48.88,-19.93,3.25
-0.15,0.11,-0.16,6.66,29.35,6.5
-0.13,0.12,-0.14,-2.74,50.21,31.9
-0.11,0.03,-0.12,5.85,34.9,25.44
-0.12,0.1,-0.16,0.17,-8.64,2.12
-0.1,0.09,-0.18,-3.97,-3.14,-0.95
-0.13,0.09,-0.19,-3.6,2.91,2.35
-0.13,0.11,-0.19,-6.43,4.68,2.33
-0.14,0.12,-0.18,-8.13,5.14,1.62
-0.16,0.12,-0.19,-9.71,9.01,5.74
-0.14,0.09,-0.16,-5.96,18.51,4.56
-0.14,0.11,-0.13,-7.9,2.55,-9.56
-0.14,0.11,-0.17,-5.76,3.75,-0.55
-0.18,0.1,-0.16,-1.66,-1.91,-5.13
-0.17,0.1,-0.19,0.53,5.34,0.25
-0.16,0.11,-0.19,-2.96,0.33,2.48
-0.15,0.12,-0.2,-6.72,0.15,4.59
-0.16,0.12,-0.2,-6.01,-0.27,2.24
-0.14,0.09,-0.19,-7.06,6.35,2.3
-0.14,0.09,-0.16,-8.66,3.86,-0.64
-0.14,0.1,-0.18,-7.27,-1.35,-1.85
-0.17,0.11,-0.18,-2.19,0.04,-2.79
-0.15,0.12,-0.19,-4.56,8.04,3.52
-0.16,0.11,-0.19,-1.06,1.48,-1.4
-0.16,0.1,-0.19,-2.92,1.25,-1.17
