-1.21,-0.14,-0.4,-157.71,-185.48,182.61
-1.22,-0.69,-0.69,-268.83,166.25,283.02
-1.39,-0.48,-1.46,-319.47,203.91,285.03
-0.24,-0.49,-0.6,-317.45,-31.02,275.12
1.26,0.22,2.22,-155.89,-228.8,-86.32
1.21,1.78,0.55,95.12,156.74,0.65
0.55,1.05,0.75,207.48,38.64,-162.24
-0.09,0.5,0.03,224.62,-96.24,-258.76
-0.82,-0.4,-0.12,219.58,-68.04,-258.91
-1.02,-1.07,-0.53,108.01,101.47,-260.44
-0.99,-0.22,-0.02,116.99,129.82,-161.7
-0.64,0.14,0.12,38.75,9.85,-64.21
-0.25,0.16,0.11,16.71,79.72,-8.23
-0.15,0.13,0.16,1.67,75.24,9.67
0.0,0.04,0.22,-9.34,20.69,17.52
0.01,0.11,0.22,-5.42,24.45,-10.18
-0.01,0.07,0.23,-5.99,11.61,-3.25
-0.01,0.08,0.22,-6.75,-2.36,-12.33
0.0,0.08,0.22,-7.65,-0.5,-5.44
0.01,0.05,0.18,-5.26,6.49,-0.26
0.05,0.07,0.18,-7.15,-1.23,5.1
0.07,0.08,0.17,-9.15,4.28,-1.33
0.05,0.05,0.19,-11.36,-4.94,-5.18
0.06,0.03,0.17,-5.46,4.01,-7.99
0.05,0.03,0.16,-1.63,6.26,1.91
0.06,0.04,0.16,-1.35,9.54,2.83
0.07,0.04,0.17,-0.01,5.94,3.3
0.06,0.06,0.17,-1.88,4.73,1.08
0.09,0.07,0.16,3.9,11.38,-0.53
0.06,0.07,0.15,-2.37,5.46,0.36
0.13,0.07,0.12,-6.29,19.4,-1.26
0.04,0.1,0.16,-5.17,-9.98,-19.8
0.06,0.04,0.15,-5.88,3.86,-3.81
0.05,0.04,0.15,-10.95,9.89,10.56
0.14,0.06,0.17,-7.08,2.43,0.6
0.14,0.06,0.16,-6.25,6.78,0.7
0.15,0.02,0.14,-3.83,5.61,-1.52
0.15,0.02,0.16,-4.1,-4.04,-1.34
0.13,0.04,0.14,3.35,9.55,0.87
0.12,0.03,0.14,1.9,1.37,1.1
