-0.33,-0.49,0.72,142.6,-84.27,164.23
-1.05,-0.3,1.69,223.25,-66.04,233.04
-1.04,0.25,1.92,223.38,-122.19,267.32
-0.84,0.17,1.33,223.38,-270.1,282.65
-0.37,0.59,0.44,223.4,-270.54,197.12
-0.11,0.82,0.11,224.72,-271.85,127.44
0.19,0.92,-0.31,224.71,-216.32,64.28
0.39,0.85,-0.73,224.71,-119.36,7.0
0.55,0.77,-1.17,222.19,-3.25,48.65
0.59,0.58,-1.4,111.88,24.63,38.82
0.76,0.65,-1.34,27.42,36.22,24.71
0.74,0.78,-1.11,-26.47,10.83,-8.66
0.68,0.85,-1.11,-4.06,-10.59,-16.11
0.67,0.82,-1.17,-2.48,-7.15,-28.45
0.88,0.56,-1.69,-14.84,7.34,-106.59
0.74,0.22,-1.99,-141.64,27.3,-232.84
0.24,-0.22,-1.97,-317.25,200.97,-259.55
-0.62,-0.8,-1.61,-318.85,252.7,-258.93
-0.73,-1.06,0.92,-318.87,4.66,-95.39
0.19,0.53,2.35,-201.22,132.92,18.14
0.79,0.84,2.18,-77.14,-3.48,5.15
0.41,0.87,1.7,14.96,-2.35,7.45
0.5,1.14,1.09,13.56,27.88,10.34
0.44,1.25,0.95,-9.3,-7.69,0.2
0.48,1.15,0.71,-8.03,29.36,7.28
0.31,0.98,0.44,-3.36,33.23,48.61
0.49,1.19,0.11,-118.21,-10.25,5.75
0.41,0.58,0.08,-253.28,80.24,-11.9
-0.06,-0.35,0.75,-258.49,134.14,-27.76
-0.2,-0.74,1.19,-217.26,111.38,-67.21
-0.31,-0.55,1.32,-158.05,96.57,-58.29
-0.12,-0.2,0.68,-48.73,113.47,-50.68
-0.31,0.09,0.69,-61.76,33.59,-48.2
-0.08,0.06,0.5,-15.02,90.47,9.37
0.11,0.01,0.3,8.76,-27.62,-8.52
0.05,0.07,0.21,13.26,13.49,6.13
0.17,0.09,0.12,-3.92,4.72,10.67
0.14,0.08,0.09,-5.35,13.75,15.1
0.18,0.08,0.08,-2.86,5.69,4.13
0.16,0.08,0.1,-10.65,-4.23,1.24
