-0.01,0.12,-0.01,-17.66,46.04,3.58
-0.04,0.06,0.11,0.42,178.22,40.66
-0.14,0.13,0.21,13.51,137.98,40.72
-0.18,0.07,0.25,-1.77,26.29,-25.32
0.03,-0.03,-0.06,31.66,36.03,-11.07
-0.03,0.06,-0.12,41.51,63.82,-18.97
0.01,0.37,0.0,3.56,119.25,41.64
-0.02,0.29,0.02,-2.36,61.82,38.68
0.08,-0.04,-0.08,17.44,38.04,6.24
0.03,-0.11,-0.12,18.17,83.82,-3.07
0.03,-0.23,-0.13,13.08,90.2,11.05
0.13,0.41,0.31,5.76,96.42,15.56
-0.05,-0.1,0.35,2.48,15.54,-36.29
0.16,-0.15,0.2,-11.48,12.37,11.02
0.11,0.17,0.34,-1.76,45.35,20.71
0.18,0.27,0.26,16.97,58.12,22.27
0.24,0.22,0.2,18.98,80.65,8.38
0.15,-0.01,0.19,10.57,69.18,-30.53
0.1,-0.17,0.04,17.37,15.72,-30.58
0.36,-0.4,0.01,-3.22,64.4,46.43
0.29,0.0,0.23,-26.22,87.49,54.81
0.35,0.37,0.33,18.33,72.63,31.11
0.34,0.24,0.2,40.02,131.58,56.01
0.37,-0.45,-0.05,78.0,193.74,82.71
0.12,-0.19,0.15,55.89,172.04,-0.73
0.05,0.2,0.35,14.73,46.85,-64.43
0.12,0.2,0.15,63.43,118.14,-27.42
0.07,0.07,0.03,66.5,187.37,-0.57
-0.02,0.16,0.11,31.06,156.62,9.33
0.07,0.19,0.1,16.47,144.21,30.07
0.05,0.17,0.13,14.69,150.28,21.9
-0.02,0.1,0.17,1.77,127.68,2.17
0.0,0.14,0.19,-0.87,124.55,8.58
-0.04,0.13,0.13,10.77,135.08,6.22
-0.11,0.11,0.09,3.31,87.67,-22.9
-0.04,0.0,0.04,-0.69,56.97,-17.93
0.06,-0.33,-0.12,19.36,84.41,13.33
0.02,0.03,-0.01,-9.95,100.19,31.8
0.05,0.26,0.19,-52.35,-18.88,30.09
0.26,0.13,0.03,10.33,10.67,22.08
