-0.96,-0.19,0.92,199.64,-71.09,191.91
-1.45,-0.21,1.76,224.81,-134.66,281.04
-1.14,-0.03,1.71,223.38,-235.02,282.62
-0.81,0.43,1.6,223.38,-270.5,262.34
-0.46,0.63,1.05,223.4,-243.57,168.5
-0.06,0.59,0.49,224.72,-218.35,129.9
0.2,0.52,0.02,224.72,-197.11,112.2
0.37,0.22,-1.12,224.83,-87.48,90.36
0.7,0.32,-1.89,158.96,7.11,63.0
0.75,0.57,-1.71,-12.47,42.46,12.64
0.76,0.75,-0.93,-54.48,25.26,-20.55
0.85,0.9,-0.96,-18.83,15.61,-52.46
0.94,0.79,-1.41,-21.53,3.32,-91.32
1.12,0.48,-1.98,-86.18,1.4,-191.59
0.36,-0.37,-1.99,-317.46,133.46,-260.33
-0.25,-0.87,-1.36,-320.91,202.46,-208.59
-0.7,-1.06,1.09,-318.85,55.17,-247.46
-0.3,0.21,2.34,-183.59,51.89,-28.56
0.31,0.8,2.27,-62.61,-3.08,7.68
0.17,0.97,1.77,3.54,-13.93,0.73
0.35,1.17,1.11,46.92,12.04,7.55
0.29,1.31,0.86,-1.9,0.18,-0.71
0.36,1.25,0.82,-21.18,16.35,-3.0
0.3,1.1,0.7,-52.92,13.04,9.28
0.36,1.04,0.44,-80.97,-2.16,22.12
0.54,0.76,-0.01,-148.99,46.08,17.54
0.14,0.24,0.11,-266.66,152.4,10.44
-0.08,-0.57,0.72,-273.53,129.36,-74.91
-0.7,-0.92,1.12,-142.84,226.63,-101.44
-0.66,-0.4,0.9,-63.0,112.86,-91.12
-0.32,0.08,0.52,-2.66,99.69,-63.46
-0.34,0.05,0.42,-22.22,64.73,-55.28
-0.2,0.13,0.16,47.14,130.59,28.5
-0.15,0.16,0.12,9.81,82.16,34.8
0.06,0.09,0.06,-16.29,-35.72,14.8
0.15,0.09,0.04,-13.24,3.1,14.09
0.04,0.08,0.07,-9.5,-5.33,2.3
0.06,0.08,0.06,-15.85,-9.28,6.37
0.03,0.09,0.07,-8.27,-3.58,0.71
0.04,0.09,0.06,-5.28,1.99,1.67
