0.07,0.22,-0.2,13.93,156.69,-5.56
0.03,0.27,-0.2,16.04,148.8,-57.19
-0.1,-0.07,-0.21,17.99,205.98,-105.07
-0.06,-0.71,-0.26,36.65,173.74,-111.6
-0.18,0.41,-0.16,-21.4,140.03,-14.03
-0.02,-0.01,-0.23,-13.55,107.27,61.46
0.06,0.29,-0.22,18.67,90.27,36.51
-0.01,0.19,-0.16,-3.7,85.86,-50.8
-0.02,0.05,-0.1,-28.62,3.43,-99.43
0.05,-0.3,-0.12,-45.01,-16.31,-102.08
-0.08,-0.05,0.06,-49.73,-33.58,-40.5
-0.06,0.0,-0.1,31.73,-40.41,-1.31
0.04,0.05,-0.24,101.36,-18.99,70.88
0.06,0.16,-0.21,56.57,33.54,129.34
0.07,0.14,-0.26,37.4,25.33,118.32
0.04,0.2,-0.17,14.58,-26.31,54.62
0.2,-0.2,-0.32,29.5,-46.34,-20.29
0.0,0.33,-0.06,-36.66,-41.9,-8.86
0.11,0.05,-0.11,-27.14,-0.95,13.86
0.1,0.24,-0.1,3.48,29.78,-7.56
0.03,0.16,-0.02,-40.46,10.98,-69.47
0.04,0.14,-0.02,-31.86,1.9,-90.28
0.11,-0.25,-0.01,-20.21,57.64,-53.84
0.01,0.03,0.13,21.31,14.09,-5.66
0.06,-0.25,0.18,65.09,-60.75,-23.55
0.17,0.17,0.14,59.13,-77.0,-25.82
0.07,0.0,-0.01,117.22,29.82,-15.58
-0.02,0.16,-0.02,85.83,4.68,9.11
-0.21,-0.04,0.19,55.68,-38.74,4.19
-0.08,0.14,-0.04,124.08,-10.65,62.26
-0.01,0.21,0.07,81.2,25.79,144.79
0.17,0.28,-0.04,63.39,20.92,133.87
0.19,0.7,0.02,-9.5,142.13,102.02
-0.11,0.3,0.33,-133.41,-17.86,-53.03
0.25,0.07,0.43,-46.81,-238.69,-72.52
0.51,0.25,0.65,-92.92,-163.48,-10.33
0.37,0.16,0.4,-94.83,8.68,10.99
0.13,0.24,0.07,-35.7,106.06,6.8
0.0,0.26,0.04,-72.37,81.34,1.46
0.24,-0.31,0.03,-68.96,-28.2,-50.89
