0.01,-0.2,0.11,22.32,-6.4,-33.37
0.03,0.22,0.18,28.07,101.46,2.07
0.0,0.34,0.16,23.97,69.7,-16.51
0.07,0.35,0.06,49.53,89.69,-41.05
-0.27,0.03,0.02,32.47,50.01,-123.7
-0.05,-0.16,-0.04,-46.49,-38.93,106.71
0.08,-0.21,-0.14,-40.42,-74.73,121.67
0.11,0.11,0.06,-80.95,-58.02,134.8
0.21,0.27,0.14,-70.8,-72.79,105.15
0.28,0.21,0.11,-14.61,-29.22,51.96
0.22,-0.12,0.0,40.82,51.97,11.49
-0.01,-0.09,0.05,60.13,99.74,-64.29
-0.05,0.2,0.23,25.47,50.55,-54.2
0.07,-0.16,-0.02,59.87,66.95,-19.44
-0.01,0.17,0.08,46.73,123.86,-11.6
-0.03,0.28,0.1,36.54,73.03,-19.51
0.0,0.24,0.03,50.73,82.0,-30.2
-0.15,0.1,0.0,28.79,78.37,-59.11
-0.1,0.02,0.0,-2.71,8.72,-25.55
0.0,0.07,0.01,-36.36,22.2,73.73
0.33,-0.44,-0.12,-3.36,37.92,84.31
0.11,0.17,0.45,-35.9,70.96,45.7
0.25,0.3,0.29,6.41,-52.13,-24.63
0.37,0.02,-0.11,97.85,149.49,63.19
0.12,-0.39,-0.24,77.6,257.26,104.81
0.12,0.26,0.22,21.98,3.04,-49.42
0.17,-0.13,-0.02,88.81,104.77,-60.72
-0.11,0.01,0.17,36.28,135.01,-23.02
-0.02,0.2,0.18,16.97,88.25,-1.82
0.04,0.14,0.07,43.12,137.23,2.26
-0.05,0.16,0.06,17.19,143.43,-10.13
-0.06,0.12,0.1,-10.42,77.05,-11.73
-0.15,0.18,0.17,-15.39,67.18,8.49
-0.09,0.07,0.12,-17.28,0.39,18.52
-0.03,-0.01,0.08,-11.57,8.99,40.49
0.0,-0.2,-0.01,-11.74,-1.55,52.99
0.07,0.12,0.03,-26.62,-12.61,69.08
0.11,0.2,0.1,-22.68,-21.99,61.74
0.17,0.23,0.1,-1.23,-0.42,21.01
0.01,-0.08,0.04,31.09,41.14,-84.0
