0.31,0.2,-0.12,19.42,-29.17,-10.99
0.06,0.15,-0.06,-18.92,156.21,31.98
-0.07,0.09,-0.04,-29.49,114.65,19.65
-0.06,0.08,-0.02,1.75,-15.8,-7.09
0.01,0.12,-0.03,1.83,-0.05,-0.29
-0.02,0.1,-0.03,-2.52,0.58,0.5
-0.01,0.1,-0.02,0.24,0.03,3.93
0.0,0.1,-0.02,1.17,-1.86,4.61
0.0,0.1,-0.03,3.13,-1.34,4.24
0.0,0.1,-0.03,3.4,-2.11,3.43
-0.01,0.11,-0.04,2.23,0.59,3.67
0.0,0.1,-0.03,2.82,-2.94,1.59
-0.01,0.1,-0.04,1.08,1.92,1.0
-0.01,0.11,-0.03,1.73,0.1,0.0
0.0,0.1,-0.03,1.38,-5.89,-4.29
-0.01,0.11,-0.02,3.25,-1.24,-2.16
-0.01,0.11,-0.03,1.11,1.19,-0.38
0.01,0.11,-0.04,2.72,12.6,3.29
0.01,0.11,-0.04,-3.51,61.45,9.0
-0.1,0.1,-0.01,2.74,-14.5,-2.87
-0.03,0.1,-0.03,4.98,-33.54,-2.91
0.0,0.11,-0.05,10.44,-14.78,1.5
0.03,0.12,-0.04,5.23,4.89,2.75
0.01,0.11,0.0,0.99,-5.12,-0.78
-0.01,0.11,-0.03,-11.64,21.74,1.73
-0.04,0.09,-0.04,-1.24,-4.16,0.32
-0.03,0.1,-0.03,2.19,-4.51,-0.11
-0.02,0.11,-0.03,2.09,-1.45,4.48
-0.01,0.1,-0.04,0.94,-1.73,6.04
0.0,0.1,-0.04,1.06,0.05,4.5
0.0,0.1,-0.04,0.23,1.13,1.44
0.0,0.1,-0.04,2.98,0.43,-2.09
-0.01,0.1,-0.04,2.41,2.33,-4.11
-0.02,0.11,-0.03,1.2,3.17,-2.96
-0.02,0.09,-0.03,-0.27,5.44,-0.42
-0.02,0.1,-0.03,1.54,4.57,0.72
-0.02,0.1,-0.04,1.18,3.36,1.04
-0.02,0.1,-0.04,4.66,1.25,2.37
-0.02,0.1,-0.04,-0.39,3.24,1.12
-0.02,0.1,-0.04,2.17,1.12,2.32
-0.01,0.1,-0.04,0.37,1.78,1.72
-0.02,0.1,-0.04,-1.32,1.93,0.63
-0.02,0.09,-0.04,2.07,2.38,0.56
-0.02,0.1,-0.04,1.3,0.15,-0.66
-0.02,0.1,-0.04,3.38,0.3,-0.45
-0.02,0.1,-0.03,1.87,-1.11,0.3
-0.02,0.1,-0.06,5.31,-2.64,0.0
-0.02,0.12,-0.02,7.58,-3.46,1.9
-0.02,0.1,-0.04,-2.06,-2.05,0.55
-0.02,0.1,-0.04,5.84,-3.59,1.11
