-0.72,-0.02,0.04,47.23,135.74,194.46
-1.22,0.37,0.21,59.23,102.55,278.3
-1.18,0.56,-0.02,114.22,-13.53,284.59
-0.67,0.69,-0.22,116.29,-149.78,282.77
-0.01,0.97,-0.1,100.11,-216.26,284.73
0.69,1.42,-0.41,134.29,-192.73,282.85
1.14,1.97,-1.03,178.45,-36.64,242.31
1.42,2.02,-1.73,149.31,125.57,121.39
1.25,2.03,-1.89,31.34,203.14,-24.68
0.85,1.48,-1.58,-298.97,84.9,-232.51
0.98,-0.64,-1.13,-321.01,177.25,-260.86
0.05,-1.08,0.86,-315.91,-92.98,-242.98
0.84,0.65,0.79,-95.49,75.89,24.45
0.66,0.21,0.7,-94.16,73.37,-12.6
0.21,-0.06,0.61,-161.88,104.99,-0.97
-0.09,-0.22,0.58,-194.67,174.58,-35.38
-0.24,-0.68,0.79,-208.91,137.45,-155.99
-0.16,-0.72,0.3,-117.91,248.28,-101.67
-0.31,-0.51,0.03,-51.89,273.09,-82.36
-0.37,-0.26,-0.2,4.89,271.36,-32.92
-0.43,0.01,-0.15,27.18,182.54,-17.65
-0.23,0.21,-0.14,11.43,79.45,6.64
-0.09,0.18,-0.12,9.71,85.95,63.32
0.02,0.12,0.01,33.0,45.36,96.14
0.07,0.01,0.2,9.4,-47.76,73.31
0.06,0.09,0.21,12.15,-5.63,75.04
-0.01,0.09,0.14,-5.74,-22.75,27.58
0.0,0.13,0.09,5.48,11.4,29.67
-0.03,0.17,0.09,0.69,-9.0,3.81
-0.04,0.16,0.06,-1.58,7.21,4.2
-0.07,0.16,0.08,-9.51,-5.38,-3.06
-0.08,0.14,0.09,-10.86,-1.52,-2.54
-0.07,0.14,0.11,-9.2,2.87,1.08
-0.09,0.16,0.12,-4.43,1.64,-1.74
-0.12,0.15,0.11,-6.17,-2.13,-2.27
-0.1,0.15,0.1,-3.05,1.89,3.34
-0.09,0.15,0.1,-2.29,1.34,4.17
-0.07,0.16,0.09,-2.85,0.98,4.24
-0.07,0.16,0.09,-4.5,1.24,2.43
-0.08,0.15,0.1,-4.39,1.26,-0.16
