-0.74,0.11,0.36,97.28,76.09,185.11
-0.98,0.31,0.32,99.84,14.16,235.6
-0.89,0.58,0.14,93.42,-10.67,268.85
-0.85,0.92,0.01,83.18,-45.8,282.76
-0.43,1.25,0.06,54.87,-121.67,282.91
0.16,1.48,0.01,65.1,-162.01,282.92
0.86,1.75,-0.18,124.35,-151.58,221.92
1.04,2.0,-0.44,140.18,-32.34,170.71
1.12,2.08,-0.68,98.72,60.84,82.4
1.03,2.11,-0.97,90.89,131.42,8.14
0.98,2.18,-1.31,29.69,158.18,-60.19
1.35,2.16,-1.65,-276.48,83.28,-209.96
1.0,-0.46,-0.78,-319.11,149.01,-259.31
-0.05,-0.5,1.58,1.99,-162.92,-195.17
1.41,1.25,1.42,-48.67,-37.68,45.43
0.49,1.01,1.3,-58.28,-4.46,11.46
0.56,1.08,0.9,-3.5,22.54,38.6
0.65,1.08,0.52,-29.98,49.22,27.95
0.56,0.82,0.49,-79.39,53.49,14.42
0.43,0.6,0.58,-136.02,126.4,-10.16
0.02,0.35,0.81,-184.49,200.01,-59.58
-0.22,-0.08,0.73,-198.15,115.25,-108.96
-0.37,-0.2,0.69,-110.57,248.14,-86.12
-0.48,-0.21,0.5,-24.83,254.72,-108.75
-0.46,-0.1,0.35,5.09,273.04,-108.07
-0.56,-0.09,0.21,61.57,248.57,-39.83
-0.43,0.11,0.18,82.78,42.56,12.89
-0.21,0.25,0.21,68.93,56.16,52.12
-0.24,0.25,0.18,18.36,104.38,31.08
-0.2,0.2,0.09,4.36,53.87,34.61
-0.17,0.19,0.14,-20.15,15.15,27.26
-0.11,0.18,0.19,-24.27,-6.16,16.27
-0.11,0.19,0.22,-23.81,-16.67,2.86
-0.11,0.17,0.2,-13.8,-16.01,-3.14
-0.12,0.18,0.18,-6.39,-5.43,-6.92
-0.14,0.18,0.17,-1.17,-4.09,-7.38
-0.15,0.19,0.14,0.99,3.24,-0.99
-0.15,0.2,0.14,-2.59,0.32,2.64
-0.13,0.2,0.15,-6.86,-2.4,3.62
-0.13,0.19,0.16,-8.79,-3.68,3.35
